src,dst,volume,path_nodes
18441,10963,300.0,"[18441, 10963]"
18441,14358,191.0,"[18441, 14358]"
18441,13582,120.0,"[18441, 16325, 13417, 13582]"
18441,13582,180.0,"[18441, 13582]"
18441,12270,185.0,"[18441, 12270]"
18441,11181,1.0,"[18441, 16325, 13636, 11181]"
18441,13460,34.0,"[18441, 16325, 19300, 15891, 13460]"
18441,15264,1.0,"[18441, 11209, 12940, 11853, 15264]"
16117,10963,1.0,"[16117, 11853, 19502, 13165, 16108, 13563, 10963]"
16117,13917,69.0,"[16117, 13917]"
16117,15483,1.0,"[16117, 15483]"
16117,17752,300.0,"[16117, 17752]"
16117,19143,300.0,"[16117, 19143]"
16117,15378,300.0,"[16117, 15378]"
16117,14704,300.0,"[16117, 14704]"
16117,16887,1.0,"[16117, 11853, 19502, 13165, 16887]"
16117,19502,90.0,"[16117, 19502]"
16117,15183,300.0,"[16117, 15183]"
16117,10867,1.0,"[16117, 11853, 10867]"
16117,12369,1.0,"[16117, 11853, 12369]"
16117,11147,252.0,"[16117, 11147]"
16117,14053,30.0,"[16117, 18542, 14053]"
16117,14053,270.0,"[16117, 14053]"
16117,17781,192.0,"[16117, 17781]"
16117,18411,300.0,"[16117, 18411]"
16117,13237,300.0,"[16117, 13237]"
16117,19971,76.0,"[16117, 19971]"
16117,14358,179.0,"[16117, 14358]"
16117,15270,193.0,"[16117, 15270]"
16117,17522,1.0,"[16117, 17522]"
16117,18448,1.0,"[16117, 11853, 19502, 13989, 15686, 18448]"
16117,12562,300.0,"[16117, 12562]"
16117,11561,300.0,"[16117, 11561]"
16117,16855,153.0,"[16117, 16855]"
16117,19430,261.0,"[16117, 19430]"
16117,10705,300.0,"[16117, 10705]"
16117,18827,145.0,"[16117, 18827]"
16117,18110,221.0,"[16117, 18110]"
16117,19846,1.0,"[16117, 11853, 19502, 13165, 16108, 19846]"
16117,11261,1.0,"[16117, 11261]"
16117,18799,34.0,"[16117, 18799]"
16117,12355,300.0,"[16117, 12355]"
16117,10316,1.0,"[16117, 10316]"
16117,12270,1.0,"[16117, 12270]"
16117,11022,1.0,"[16117, 11181, 11022]"
16117,13073,4.0,"[16117, 13073]"
16117,14278,1.0,"[16117, 14278]"
16117,18941,300.0,"[16117, 18941]"
16117,13100,139.0,"[16117, 13100]"
16117,15264,268.0,"[16117, 15264]"
16117,13460,225.0,"[16117, 13460]"
16117,12940,1.0,"[16117, 13170, 11209, 12940]"
16117,13170,300.0,"[16117, 13170]"
16117,15891,300.0,"[16117, 15891]"
16117,15848,21.0,"[16117, 15848]"
16117,12746,147.0,"[16117, 12746]"
16117,19273,300.0,"[16117, 19273]"
16117,15601,1.0,"[16117, 15601]"
16117,13088,1.0,"[16117, 13088]"
16117,10177,1.0,"[16117, 11853, 19502, 13989, 15686, 16339, 10177]"
16117,19915,272.0,"[16117, 19915]"
16117,17504,1.0,"[16117, 11853, 19502, 13989, 15686, 17504]"
16117,19333,23.0,"[16117, 19333]"
16117,16962,300.0,"[16117, 16962]"
16117,10796,116.0,"[16117, 10796]"
16117,19147,1.0,"[16117, 11853, 19147]"
16117,19300,1.0,"[16117, 18542, 19300]"
16117,10955,300.0,"[16117, 10955]"
16117,13417,300.0,"[16117, 13417]"
16117,10568,1.0,"[16117, 10568]"
16117,13165,300.0,"[16117, 13165]"
16117,19500,1.0,"[16117, 11853, 19500]"
16117,11466,1.0,"[16117, 11853, 19502, 11466]"
16117,13454,1.0,"[16117, 13454]"
16117,19239,91.0,"[16117, 19239]"
16117,10301,1.0,"[16117, 10301]"
16117,18219,1.0,"[16117, 18542, 18219]"
16117,10748,1.0,"[16117, 13170, 10748]"
16117,13665,77.0,"[16117, 13665]"
16117,14736,19.0,"[16117, 11181, 14736]"
16117,14736,90.0,"[16117, 14736]"
16117,17282,155.0,"[16117, 17282]"
16117,15241,1.0,"[16117, 11853, 15241]"
16117,15724,300.0,"[16117, 15724]"
16117,10901,1.0,"[16117, 10901]"
16117,13582,30.0,"[16117, 11181, 13582]"
16117,13582,270.0,"[16117, 13582]"
16117,11181,1.0,"[16117, 11181]"
16117,14234,32.0,"[16117, 14234]"
16117,10044,285.0,"[16117, 10044]"
16117,10326,1.0,"[16117, 11853, 19502, 13989, 15686, 16339, 10326]"
16117,11200,1.0,"[16117, 18542, 12652, 11200]"
16117,16108,206.0,"[16117, 16108]"
16117,10985,101.0,"[16117, 10985]"
16117,12868,1.0,"[16117, 11181, 11455, 12868]"
16117,18812,58.0,"[16117, 18812]"
16117,12652,1.0,"[16117, 18542, 12652]"
16117,15948,30.0,"[16117, 11181, 15948]"
16117,15948,270.0,"[16117, 15948]"
16117,11853,1.0,"[16117, 11853]"
16117,12352,1.0,"[16117, 12352]"
16117,10657,300.0,"[16117, 10657]"
16117,15185,300.0,"[16117, 15185]"
16117,11189,273.0,"[16117, 11189]"
16117,18542,1.0,"[16117, 18542]"
16117,15008,153.0,"[16117, 15008]"
16117,11455,30.0,"[16117, 11181, 11455]"
16117,11455,270.0,"[16117, 11455]"
16117,17223,93.0,"[16117, 17223]"
16117,12216,300.0,"[16117, 12216]"
16117,13563,300.0,"[16117, 13563]"
16117,11209,1.0,"[16117, 13170, 11209]"
16117,16683,300.0,"[16117, 16683]"
16117,17464,1.0,"[16117, 11853, 19502, 13165, 16108, 13563, 15848, 17464]"
16117,16028,1.0,"[16117, 16028]"
16117,13694,82.0,"[16117, 13694]"
16117,10269,1.0,"[16117, 11853, 12205, 10269]"
16117,19134,1.0,"[16117, 11853, 19502, 13989, 15686, 19134]"
16117,17738,223.0,"[16117, 17738]"
16117,12633,1.0,"[16117, 11853, 19502, 13989, 15686, 16339, 12633]"
16117,15651,1.0,"[16117, 11853, 19502, 13165, 16108, 15651]"
16117,16339,300.0,"[16117, 16339]"
16117,11163,212.0,"[16117, 11163]"
16117,19785,1.0,"[16117, 19785]"
11209,17464,1.0,"[11209, 12940, 11853, 19502, 13165, 16108, 13563, 15848, 17464]"
11209,19273,1.0,"[11209, 19273]"
11209,17223,300.0,"[11209, 17223]"
11209,19430,300.0,"[11209, 19430]"
11209,18110,68.0,"[11209, 18110]"
11209,14704,1.0,"[11209, 14704]"
11209,13917,1.0,"[11209, 12940, 11853, 13917]"
11209,19147,300.0,"[11209, 19147]"
11209,16339,300.0,"[11209, 16339]"
11209,11466,18.0,"[11209, 11466]"
11209,11181,300.0,"[11209, 11181]"
11209,11200,110.0,"[11209, 11200]"
11209,13237,300.0,"[11209, 13237]"
11209,18941,1.0,"[11209, 18941]"
11209,15651,136.0,"[11209, 15651]"
11209,17752,1.0,"[11209, 12940, 11853, 19502, 13989, 17752]"
11209,14278,300.0,"[11209, 14278]"
11209,12352,104.0,"[11209, 12352]"
11209,18799,1.0,"[11209, 18799]"
11209,11163,1.0,"[11209, 11163]"
11209,12216,1.0,"[11209, 12216]"
11209,10301,1.0,"[11209, 10301]"
11209,16117,152.0,"[11209, 16117]"
11209,10269,300.0,"[11209, 10269]"
11209,18542,300.0,"[11209, 18542]"
11209,19143,1.0,"[11209, 19143]"
11209,13454,300.0,"[11209, 13454]"
11209,15185,41.0,"[11209, 15185]"
11209,19846,1.0,"[11209, 12940, 11853, 19502, 13165, 16108, 19846]"
11209,13665,300.0,"[11209, 13665]"
11209,15948,30.0,"[11209, 13170, 15948]"
11209,15948,270.0,"[11209, 15948]"
11209,10963,1.0,"[11209, 12940, 11853, 19502, 13165, 16108, 13563, 10963]"
11209,12633,1.0,"[11209, 12940, 11853, 19502, 13989, 15686, 16339, 12633]"
11209,15483,1.0,"[11209, 15483]"
11209,10901,1.0,"[11209, 10901]"
11209,13165,300.0,"[11209, 13165]"
11209,13073,1.0,"[11209, 13073]"
11209,12868,1.0,"[11209, 11022, 11455, 12868]"
11209,13694,300.0,"[11209, 13694]"
11209,13417,1.0,"[11209, 13417]"
11209,14234,300.0,"[11209, 14234]"
11209,12652,1.0,"[11209, 13170, 12652]"
11209,19915,300.0,"[11209, 19915]"
11209,13100,1.0,"[11209, 12940, 11853, 13100]"
11209,13170,300.0,"[11209, 13170]"
11209,12562,1.0,"[11209, 12940, 11853, 12562]"
11209,15724,1.0,"[11209, 13170, 15891, 13460, 15724]"
11209,15378,300.0,"[11209, 15378]"
11209,17522,1.0,"[11209, 17522]"
11209,17504,1.0,"[11209, 12940, 11853, 19502, 13989, 15686, 17504]"
11209,10044,1.0,"[11209, 10044]"
11209,14736,1.0,"[11209, 14736]"
11209,14053,1.0,"[11209, 14053]"
11209,12369,1.0,"[11209, 12940, 11853, 12369]"
11209,19971,1.0,"[11209, 12940, 11853, 19502, 10044, 19971]"
11209,18411,300.0,"[11209, 18411]"
11209,19785,1.0,"[11209, 19785]"
11209,11455,1.0,"[11209, 11022, 11455]"
11209,10867,60.0,"[11209, 10867]"
11209,16887,300.0,"[11209, 16887]"
11209,10705,1.0,"[11209, 13170, 10705]"
11209,10568,1.0,"[11209, 10568]"
11209,12940,37.0,"[11209, 12940]"
11209,17781,1.0,"[11209, 17781]"
11209,15270,1.0,"[11209, 12940, 11853, 15270]"
11209,10985,272.0,"[11209, 10985]"
11209,17738,1.0,"[11209, 17738]"
11209,12746,1.0,"[11209, 13170, 12746]"
11209,12270,300.0,"[11209, 12270]"
11209,13563,1.0,"[11209, 12940, 11853, 19502, 13165, 16108, 13563]"
11209,11147,300.0,"[11209, 11147]"
11209,18812,62.0,"[11209, 18812]"
11209,19239,1.0,"[11209, 19239]"
11209,13582,190.0,"[11209, 13582]"
11209,10657,299.0,"[11209, 10657]"
11209,15264,1.0,"[11209, 15264]"
11209,19333,1.0,"[11209, 13170, 15891, 13460, 15724, 19333]"
11209,18219,300.0,"[11209, 18219]"
11209,19300,1.0,"[11209, 17789, 19300]"
11209,14358,300.0,"[11209, 14358]"
11209,16683,300.0,"[11209, 16683]"
11209,16028,1.0,"[11209, 16028]"
11209,12355,1.0,"[11209, 12940, 11853, 18149, 17223, 12355]"
11209,15008,1.0,"[11209, 13170, 15008]"
11209,11022,1.0,"[11209, 11022]"
11209,10796,4.0,"[11209, 10796]"
11209,10748,86.0,"[11209, 10748]"
11209,16108,145.0,"[11209, 16108]"
11209,13460,300.0,"[11209, 13460]"
11209,15241,1.0,"[11209, 12940, 11853, 15241]"
11209,15848,300.0,"[11209, 15848]"
11209,18448,1.0,"[11209, 12940, 11853, 19502, 13989, 15686, 18448]"
11209,18827,1.0,"[11209, 18827]"
11209,19500,1.0,"[11209, 12940, 11853, 19500]"
11209,11261,264.0,"[11209, 11261]"
11209,16236,213.0,"[11209, 16236]"
11209,15601,25.0,"[11209, 15601]"
11209,19502,1.0,"[11209, 19502]"
11209,13088,148.0,"[11209, 13088]"
11209,15183,1.0,"[11209, 12940, 11853, 15183]"
11209,15891,195.0,"[11209, 15891]"
11209,10326,1.0,"[11209, 12940, 11853, 19502, 13989, 15686, 16339, 10326]"
11209,10316,1.0,"[11209, 10316]"
11209,11189,300.0,"[11209, 11189]"
11209,17282,300.0,"[11209, 17282]"
11209,11853,138.0,"[11209, 11853]"
11209,10955,300.0,"[11209, 10955]"
11209,11561,1.0,"[11209, 11561]"
11209,16855,253.0,"[11209, 16855]"
11209,10177,300.0,"[11209, 10177]"
11209,19134,300.0,"[11209, 19134]"
11209,16962,184.0,"[11209, 16962]"
15891,10955,1.0,"[15891, 10955]"
15891,10568,1.0,"[15891, 10568]"
15891,14704,63.0,"[15891, 14704]"
15891,13170,300.0,"[15891, 13170]"
15891,18411,16.0,"[15891, 18411]"
15891,12940,1.0,"[15891, 13170, 11209, 12940]"
15891,11466,1.0,"[15891, 11466]"
15891,10326,163.0,"[15891, 10326]"
15891,13694,1.0,"[15891, 12746, 13694]"
15891,19430,1.0,"[15891, 19430]"
15891,13917,300.0,"[15891, 13917]"
15891,10748,1.0,"[15891, 10748]"
15891,11209,1.0,"[15891, 13170, 11209]"
15891,13582,1.0,"[15891, 13417, 13582]"
15891,19273,13.0,"[15891, 19273]"
15891,14278,1.0,"[15891, 13417, 14278]"
15891,17738,1.0,"[15891, 13417, 17738]"
15891,13563,247.0,"[15891, 13563]"
15891,13454,1.0,"[15891, 13454]"
15891,13073,30.0,"[15891, 16236, 13073]"
15891,13073,270.0,"[15891, 13073]"
15891,10177,1.0,"[15891, 13170, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 10177]"
15891,16108,294.0,"[15891, 16108]"
15891,16117,1.0,"[15891, 16117]"
15891,18219,34.0,"[15891, 18219]"
15891,12355,71.0,"[15891, 12355]"
15891,18812,1.0,"[15891, 18812]"
15891,18827,1.0,"[15891, 18827]"
15891,15008,162.0,"[15891, 15008]"
15891,19143,300.0,"[15891, 19143]"
15891,13088,152.0,"[15891, 13088]"
15891,19846,154.0,"[15891, 19846]"
15891,15270,220.0,"[15891, 15270]"
15891,19502,205.0,"[15891, 19502]"
15891,11163,300.0,"[15891, 11163]"
15891,19915,1.0,"[15891, 19915]"
15891,14736,300.0,"[15891, 14736]"
15891,19333,25.0,"[15891, 13460, 15724, 19333]"
15891,19333,180.0,"[15891, 19333]"
15891,10044,1.0,"[15891, 10044]"
15891,15378,300.0,"[15891, 15378]"
15891,10796,1.0,"[15891, 10796]"
15891,14358,1.0,"[15891, 13170, 11209, 12940, 11853, 19502, 13989, 15686, 14358]"
15891,18799,1.0,"[15891, 18799]"
15891,15848,1.0,"[15891, 15848]"
15891,18110,267.0,"[15891, 18110]"
15891,16962,300.0,"[15891, 16962]"
15891,19971,1.0,"[15891, 19971]"
15891,19500,1.0,"[15891, 19500]"
15891,15185,300.0,"[15891, 15185]"
15891,12746,300.0,"[15891, 12746]"
15891,19134,133.0,"[15891, 19134]"
15891,17223,1.0,"[15891, 17223]"
15891,10301,1.0,"[15891, 10301]"
15891,11455,300.0,"[15891, 11455]"
15891,17522,1.0,"[15891, 17522]"
15891,13665,1.0,"[15891, 13665]"
15891,19239,1.0,"[15891, 19239]"
15891,12216,1.0,"[15891, 12216]"
15891,15601,300.0,"[15891, 15601]"
15891,19147,247.0,"[15891, 19147]"
15891,17752,300.0,"[15891, 17752]"
15891,10269,142.0,"[15891, 10269]"
15891,12652,1.0,"[15891, 18542, 12652]"
15891,16028,300.0,"[15891, 16028]"
15891,16887,23.0,"[15891, 16887]"
15891,11181,1.0,"[15891, 11181]"
15891,15183,300.0,"[15891, 15183]"
15891,17504,300.0,"[15891, 17504]"
15891,12270,159.0,"[15891, 12270]"
15891,13237,1.0,"[15891, 19300, 13237]"
15891,10316,300.0,"[15891, 10316]"
15891,17464,300.0,"[15891, 17464]"
15891,14234,300.0,"[15891, 14234]"
15891,16855,1.0,"[15891, 16855]"
15891,12868,1.0,"[15891, 18542, 12652, 11022, 11455, 12868]"
15891,11561,216.0,"[15891, 11561]"
15891,16339,1.0,"[15891, 13170, 11209, 12940, 11853, 19502, 13989, 15686, 16339]"
15891,13100,2.0,"[15891, 13100]"
15891,13165,1.0,"[15891, 13165]"
15891,17282,30.0,"[15891, 19300, 17282]"
15891,17282,270.0,"[15891, 17282]"
15891,14053,300.0,"[15891, 14053]"
15891,10901,282.0,"[15891, 10901]"
15891,10985,233.0,"[15891, 10985]"
15891,19300,300.0,"[15891, 19300]"
15891,10705,1.0,"[15891, 10705]"
15891,15651,1.0,"[15891, 15651]"
15891,11189,1.0,"[15891, 11189]"
15891,11022,1.0,"[15891, 18542, 12652, 11022]"
15891,11261,1.0,"[15891, 11261]"
15891,18542,1.0,"[15891, 18542]"
15891,19785,300.0,"[15891, 19785]"
15891,15483,6.0,"[15891, 12746, 15483]"
15891,15483,180.0,"[15891, 15483]"
15891,12562,1.0,"[15891, 12562]"
15891,15724,1.0,"[15891, 13460, 15724]"
15891,11200,4.0,"[15891, 11200]"
15891,18448,1.0,"[15891, 13170, 11209, 12940, 11853, 19502, 13989, 15686, 18448]"
15891,15948,1.0,"[15891, 11181, 15948]"
15891,10867,300.0,"[15891, 10867]"
15891,17781,176.0,"[15891, 17781]"
15891,12369,5.0,"[15891, 12369]"
15891,15241,300.0,"[15891, 15241]"
15891,11853,1.0,"[15891, 13170, 11209, 12940, 11853]"
15891,10963,1.0,"[15891, 10963]"
15891,12352,300.0,"[15891, 12352]"
15891,12633,186.0,"[15891, 12633]"
15891,16683,1.0,"[15891, 14053, 16683]"
15891,15264,67.0,"[15891, 13460, 15264]"
15891,15264,180.0,"[15891, 15264]"
15891,10657,1.0,"[15891, 10657]"
15891,18941,1.0,"[15891, 18941]"
15891,13460,1.0,"[15891, 13460]"
18812,12562,1.0,"[18812, 13489, 11209, 12940, 11853, 12562]"
18812,15651,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 15651]"
18812,14234,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 14234]"
18812,12216,1.0,"[18812, 12216]"
18812,10657,300.0,"[18812, 10657]"
18812,12633,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 12633]"
18812,11209,30.0,"[18812, 13489, 11209]"
18812,11209,270.0,"[18812, 11209]"
18812,14736,1.0,"[18812, 14736]"
18812,17781,1.0,"[18812, 17781]"
18812,12746,273.0,"[18812, 12746]"
18812,13237,270.0,"[18812, 13237]"
18812,19239,204.0,"[18812, 19239]"
18812,11181,300.0,"[18812, 11181]"
18812,10985,300.0,"[18812, 10985]"
18812,12270,257.0,"[18812, 12270]"
18812,18411,1.0,"[18812, 18411]"
18812,13100,1.0,"[18812, 13489, 11209, 12940, 11853, 13100]"
18812,19502,300.0,"[18812, 19502]"
18812,13582,1.0,"[18812, 11181, 13582]"
18812,10748,1.0,"[18812, 10748]"
18812,19143,72.0,"[18812, 19143]"
18812,18799,300.0,"[18812, 18799]"
18812,13917,35.0,"[18812, 13917]"
18812,11455,300.0,"[18812, 11455]"
18812,11147,1.0,"[18812, 11147]"
18812,15264,1.0,"[18812, 15264]"
18812,15483,264.0,"[18812, 15483]"
18812,18448,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 18448]"
18812,17522,45.0,"[18812, 17522]"
18812,19147,300.0,"[18812, 19147]"
18812,10269,1.0,"[18812, 13489, 11209, 12940, 11853, 12205, 10269]"
18812,11853,300.0,"[18812, 11853]"
18812,11561,300.0,"[18812, 11561]"
18812,13088,1.0,"[18812, 13489, 11209, 12940, 11853, 13088]"
18812,16887,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165, 16887]"
18812,11200,1.0,"[18812, 16236, 11200]"
18812,13694,30.0,"[18812, 12746, 13694]"
18812,13694,270.0,"[18812, 13694]"
18812,10963,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 10963]"
18812,19134,5.0,"[18812, 19134]"
18812,16108,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165, 16108]"
18812,15378,1.0,"[18812, 15378]"
18812,16028,300.0,"[18812, 16028]"
18812,12369,300.0,"[18812, 12369]"
18812,16117,1.0,"[18812, 16117]"
18812,10796,1.0,"[18812, 10796]"
18812,10316,300.0,"[18812, 10316]"
18812,14358,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 14358]"
18812,11466,65.0,"[18812, 11466]"
18812,10867,77.0,"[18812, 10867]"
18812,15183,1.0,"[18812, 13489, 11209, 12940, 11853, 15183]"
18812,12868,300.0,"[18812, 12868]"
18812,10301,1.0,"[18812, 10301]"
18812,16855,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 16855]"
18812,11022,1.0,"[18812, 12746, 12652, 11022]"
18812,12355,208.0,"[18812, 12355]"
18812,19273,1.0,"[18812, 19273]"
18812,16683,1.0,"[18812, 14053, 16683]"
18812,17464,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 15848, 17464]"
18812,18110,300.0,"[18812, 18110]"
18812,12352,146.0,"[18812, 12352]"
18812,11261,300.0,"[18812, 11261]"
18812,15185,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 10044, 15185]"
18812,13170,300.0,"[18812, 13170]"
18812,17504,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 17504]"
18812,17223,1.0,"[18812, 17223]"
18812,18827,127.0,"[18812, 18827]"
18812,19971,30.0,"[18812, 19971]"
18812,12940,168.0,"[18812, 12940]"
18812,10044,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 10044]"
18812,19300,1.0,"[18812, 19300]"
18812,13460,300.0,"[18812, 13460]"
18812,19915,1.0,"[18812, 13489, 11209, 12940, 11853, 19915]"
18812,13563,300.0,"[18812, 13563]"
18812,14278,1.0,"[18812, 14278]"
18812,10177,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 10177]"
18812,13165,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165]"
18812,10901,1.0,"[18812, 10901]"
18812,19500,1.0,"[18812, 13489, 11209, 12940, 11853, 19500]"
18812,15724,1.0,"[18812, 13460, 15724]"
18812,13665,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13665]"
18812,15241,300.0,"[18812, 15241]"
18812,19785,49.0,"[18812, 19785]"
18812,14053,300.0,"[18812, 14053]"
18812,15008,297.0,"[18812, 15008]"
18812,11189,1.0,"[18812, 13489, 11209, 12940, 11853, 11189]"
18812,13454,1.0,"[18812, 13454]"
18812,14519,1.0,"[18812, 14519]"
18812,16962,300.0,"[18812, 16962]"
18812,10705,152.0,"[18812, 10705]"
18812,14704,1.0,"[18812, 14704]"
18812,19333,1.0,"[18812, 13460, 15724, 19333]"
18812,11163,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 16855, 11163]"
18812,15601,300.0,"[18812, 15601]"
18812,16339,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 16339]"
18812,19430,235.0,"[18812, 19430]"
18812,15848,300.0,"[18812, 15848]"
18812,18219,1.0,"[18812, 18219]"
18812,17282,1.0,"[18812, 17282]"
18812,18542,250.0,"[18812, 18542]"
18812,15891,1.0,"[18812, 15891]"
18812,16236,1.0,"[18812, 16236]"
18812,15948,300.0,"[18812, 15948]"
18812,10568,1.0,"[18812, 10568]"
18812,18941,1.0,"[18812, 18941]"
18812,17738,1.0,"[18812, 17738]"
18812,10955,83.0,"[18812, 10955]"
18812,13073,210.0,"[18812, 16236, 13073]"
18812,13073,90.0,"[18812, 13073]"
18812,10326,221.0,"[18812, 10326]"
18812,19846,1.0,"[18812, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 19846]"
18812,17752,300.0,"[18812, 17752]"
19915,11261,67.0,"[19915, 11261]"
19915,18799,1.0,"[19915, 10796, 19502, 18799]"
19915,18799,90.0,"[19915, 18799]"
19915,19500,1.0,"[19915, 10867, 19500]"
19915,13917,265.0,"[19915, 13917]"
19915,10985,1.0,"[19915, 10301, 12205, 17738, 10985]"
19915,11147,1.0,"[19915, 15183, 11147]"
19915,13665,236.0,"[19915, 13665]"
19915,10657,1.0,"[19915, 10301, 12205, 17738, 10657]"
19915,19333,224.0,"[19915, 19333]"
19915,10269,120.0,"[19915, 13088, 10269]"
19915,10269,180.0,"[19915, 10269]"
19915,13073,30.0,"[19915, 16117, 13073]"
19915,13073,270.0,"[19915, 13073]"
19915,15948,1.0,"[19915, 13582, 15948]"
19915,18411,1.0,"[19915, 18411]"
19915,12652,30.0,"[19915, 16117, 18542, 12652]"
19915,12652,270.0,"[19915, 12652]"
19915,19134,1.0,"[19915, 10796, 19502, 13989, 15686, 19134]"
19915,12355,300.0,"[19915, 12355]"
19915,10955,1.0,"[19915, 10301, 10955]"
19915,15264,33.0,"[19915, 15264]"
19915,12940,30.0,"[19915, 10301, 12205, 14278, 12940]"
19915,12940,270.0,"[19915, 12940]"
19915,13582,300.0,"[19915, 13582]"
19915,19273,1.0,"[19915, 10301, 12205, 14278, 19273]"
19915,11561,1.0,"[19915, 10796, 19502, 16855, 11561]"
19915,10867,300.0,"[19915, 10867]"
19915,13694,30.0,"[19915, 10301, 12205, 17738, 13694]"
19915,13694,270.0,"[19915, 13694]"
19915,10326,27.0,"[19915, 10326]"
19915,11455,1.0,"[19915, 10301, 12205, 17738, 11455]"
19915,10301,300.0,"[19915, 10301]"
19915,15378,300.0,"[19915, 15378]"
19915,14736,210.0,"[19915, 13582, 14736]"
19915,14736,90.0,"[19915, 14736]"
19915,15651,156.0,"[19915, 15651]"
19915,13563,300.0,"[19915, 13563]"
19915,15270,1.0,"[19915, 12369, 15270]"
19915,18542,28.0,"[19915, 16117, 18542]"
19915,18542,180.0,"[19915, 18542]"
19915,10963,267.0,"[19915, 10963]"
19915,13460,174.0,"[19915, 13460]"
19915,11181,1.0,"[19915, 16117, 11181]"
19915,19300,30.0,"[19915, 16117, 18542, 19300]"
19915,19300,270.0,"[19915, 19300]"
19915,19846,300.0,"[19915, 19846]"
19915,19971,169.0,"[19915, 19971]"
19915,15008,1.0,"[19915, 16117, 13170, 15008]"
19915,15601,1.0,"[19915, 10796, 19502, 15601]"
19915,19239,60.0,"[19915, 10796, 19239]"
19915,19239,180.0,"[19915, 19239]"
19915,10901,1.0,"[19915, 15183, 10901]"
19915,18110,30.0,"[19915, 10796, 18149, 18110]"
19915,18110,270.0,"[19915, 18110]"
19915,10705,300.0,"[19915, 10705]"
19915,10177,1.0,"[19915, 10796, 19502, 13989, 15686, 16339, 10177]"
19915,12868,300.0,"[19915, 12868]"
19915,15183,1.0,"[19915, 15183]"
19915,17752,1.0,"[19915, 10796, 19502, 13989, 17752]"
19915,11189,30.0,"[19915, 12369, 12562, 11189]"
19915,11189,270.0,"[19915, 11189]"
19915,13165,300.0,"[19915, 13165]"
19915,11200,280.0,"[19915, 10705, 11200]"
19915,17738,1.0,"[19915, 10301, 12205, 17738]"
19915,12270,300.0,"[19915, 12270]"
19915,14234,1.0,"[19915, 10796, 19502, 14234]"
19915,13840,215.0,"[19915, 12369, 12562, 13840]"
19915,10316,300.0,"[19915, 10316]"
19915,16028,1.0,"[19915, 10796, 19502, 16028]"
19915,11466,300.0,"[19915, 11466]"
19915,17223,1.0,"[19915, 10796, 18149, 17223]"
19915,13088,195.0,"[19915, 13088]"
19915,12352,252.0,"[19915, 12352]"
19915,16962,42.0,"[19915, 10301, 16962]"
19915,17781,20.0,"[19915, 10796, 17781]"
19915,17781,180.0,"[19915, 17781]"
19915,15185,300.0,"[19915, 15185]"
19915,17504,1.0,"[19915, 10796, 19502, 13989, 15686, 17504]"
19915,11163,300.0,"[19915, 11163]"
19915,14278,1.0,"[19915, 10301, 12205, 14278]"
19915,12562,1.0,"[19915, 12369, 12562]"
19915,19785,300.0,"[19915, 19785]"
19915,16887,155.0,"[19915, 16887]"
19915,11022,1.0,"[19915, 10301, 12205, 17738, 11022]"
19915,10748,1.0,"[19915, 16117, 13170, 10748]"
19915,12746,1.0,"[19915, 16117, 12746]"
19915,16855,300.0,"[19915, 16855]"
19915,16339,1.0,"[19915, 10796, 19502, 13989, 15686, 16339]"
19915,15483,1.0,"[19915, 10301, 12205, 17738, 15483]"
19915,18219,300.0,"[19915, 18219]"
19915,16117,35.0,"[19915, 16117]"
19915,13417,300.0,"[19915, 13417]"
19915,17522,1.0,"[19915, 10796, 19502, 17522]"
19915,19430,1.0,"[19915, 10301, 12205, 17738, 19430]"
19915,18827,300.0,"[19915, 18827]"
19915,11209,1.0,"[19915, 16117, 13170, 11209]"
19915,11853,30.0,"[19915, 10301, 12205, 14278, 11853]"
19915,11853,270.0,"[19915, 11853]"
19915,16108,300.0,"[19915, 16108]"
19915,18448,1.0,"[19915, 10796, 19502, 13989, 15686, 18448]"
19915,10044,1.0,"[19915, 10796, 19502, 10044]"
19915,13237,30.0,"[19915, 16117, 13170, 13237]"
19915,13237,270.0,"[19915, 13237]"
